60310.809225 60310.941088 0.049314 0.028589
60311.002743 60311.973310 0.052885 0.013926
60312.034988 60312.941019 0.056343 0.014648
60313.002720 60313.973287 0.059716 0.014762
60314.034896 60314.941042 0.034442 0.015561
60315.002627 60315.958009 0.035573 0.016406
60316.020058 60316.990278 0.024824 0.015962
60317.051701 60317.958102 0.033862 0.015859
60318.019502 60318.990417 0.070897 0.018119
60319.051725 60319.958241 0.035100 0.016721
60320.019502 60320.990625 0.015118 0.015566
60321.051817 60321.958681 0.021086 0.015807
60322.019850 60322.991690 -0.017289 0.014705
60323.052928 60323.960231 0.052897 0.016900
60324.021354 60324.993264 0.027470 0.014972
60325.054387 60325.961736 0.025439 0.016434
60326.022882 60326.994676 0.053920 0.017216
60328.024155 60328.995903 0.010580 0.016944
60329.057072 60329.964028 0.002173 0.018700
60330.025544 60330.545185 0.056848 0.030150
60331.381007 60331.642384 -0.001219 0.027339
60333.381632 60333.577685 0.014314 0.031033
60336.688252 60336.819676 0.043976 0.029028
60337.655845 60337.852315 -0.005548 0.021683
60338.623993 60338.884931 0.059265 0.021354
60339.656493 60339.981968 0.009650 0.018410
60340.044363 60340.046551 -0.019275 0.043364
60341.785995 60341.917894 0.015322 0.024970
60342.044109 60342.950370 0.022803 0.012875
60343.012037 60343.982766 0.015149 0.011010
60344.044410 60344.950660 0.004651 0.010325
60345.012292 60345.983090 0.000996 0.009304
60346.044595 60346.950914 0.029639 0.010057
60347.012396 60347.983160 0.021469 0.009009
60348.044444 60348.950984 0.007461 0.009083
60349.012257 60349.983437 0.009809 0.008374
60350.044479 60350.499549 0.007171 0.014137
60352.173438 60352.951667 0.013382 0.011013
60353.012118 60353.983958 0.004307 0.008927
60354.044178 60354.177708 -0.034367 0.018567
60357.141215 60357.276505 -0.021060 0.018250
60359.723252 60359.858264 0.023562 0.022752
60361.324595 60361.978380 0.042095 0.013183
60362.035266 60362.947500 -0.001482 0.011308
60363.004525 60363.980926 0.001905 0.010692
60364.038067 60364.949884 -0.016796 0.011945
60365.007951 60365.982778 -0.007431 0.012821
60366.041817 60366.965810 0.012996 0.014006
60367.010891 60367.998912 0.019040 0.015708
60368.059086 60368.967199 0.026290 0.013034
60369.027141 60369.999931 0.007916 0.010805
60370.060266 60370.968079 0.002155 0.010560
60371.028692 60371.419861 -0.002913 0.013198
60373.094236 60374.001111 0.020435 0.009437
60374.062245 60374.969086 0.009319 0.008936
60375.030417 60376.001470 0.012482 0.008909
60376.062940 60376.969340 0.003046 0.009060
60377.030810 60377.937130 0.019798 0.008887
60377.998727 60378.969444 0.014144 0.008872
60379.031157 60379.937211 0.004914 0.009377
60379.998924 60380.969630 0.013778 0.009717
60381.095926 60381.743843 -0.013265 0.013259
60383.482951 60383.937662 0.021952 0.015705
60383.999410 60384.970579 0.028434 0.013118
60385.032234 60385.938912 0.024850 0.013957
60386.000567 60386.971528 0.049593 0.014830
60387.485359 60387.989699 0.038540 0.016873
60388.051887 60388.957894 0.039945 0.016101
60389.019479 60389.990972 0.062866 0.019756
60390.052442 60390.926667 0.059573 0.022520
60391.408229 60391.992315 0.078677 0.020576
60392.053715 60392.960579 0.089859 0.017432
60393.021910 60393.993588 0.076395 0.017128
60394.054850 60394.413067 0.049959 0.024874
60395.216447 60395.994398 0.086330 0.018665
60396.055475 60396.187940 0.056913 0.040514
60397.153044 60397.995694 0.076409 0.018774
60398.056771 60398.963981 0.044460 0.018439
60399.025012 60399.996759 0.056150 0.018588
60400.186956 60400.964931 0.051761 0.018541
60401.219780 60401.933125 0.037822 0.020249
60402.187905 60402.900486 0.082204 0.020328
60403.220567 60403.803843 0.071356 0.023328
