9.011275520000000000e+08 2.381083984375000000e+04
9.111587840000000000e+08 8.079363281250000000e+04
9.145025920000000000e+08 8.578591406250000000e+04
9.178463360000000000e+08 6.863504687500000000e+04
9.211900800000000000e+08 6.528680468750000000e+04
9.278775680000000000e+08 9.178309375000000000e+04
9.312213120000000000e+08 7.082484375000000000e+04
9.512838400000000000e+08 6.349420703125000000e+04
9.546275840000000000e+08 6.319354296875000000e+04
9.579713280000000000e+08 5.062931640625000000e+04
9.613150720000000000e+08 7.632102343750000000e+04
9.646588160000000000e+08 9.088861718750000000e+04
9.680025600000000000e+08 7.784471875000000000e+04
9.713463040000000000e+08 9.339071093750000000e+04
9.746900480000000000e+08 1.040244531250000000e+05
9.780337920000000000e+08 1.045829609375000000e+05
9.813775360000000000e+08 7.651258593750000000e+04
9.847213440000000000e+08 8.896162500000000000e+04
9.880650880000000000e+08 8.365989843750000000e+04
9.914088320000000000e+08 8.405071093750000000e+04
9.947525760000000000e+08 8.948032031250000000e+04
9.980963200000000000e+08 9.159199218750000000e+04
1.001440064000000000e+09 8.234024218750000000e+04
1.004783808000000000e+09 8.609229687500000000e+04
1.008127552000000000e+09 1.018621484375000000e+05
1.011471296000000000e+09 8.857289843750000000e+04
1.014815040000000000e+09 8.986819531250000000e+04
1.018158784000000000e+09 8.634934375000000000e+04
1.021502592000000000e+09 1.070194375000000000e+05
1.024846336000000000e+09 8.650647656250000000e+04
1.038221312000000000e+09 1.046411953125000000e+05
1.041565056000000000e+09 7.885698437500000000e+04
1.044908800000000000e+09 7.592999218750000000e+04
1.048252544000000000e+09 8.332968750000000000e+04
1.051596288000000000e+09 6.327133984375000000e+04
1.054940032000000000e+09 8.429433593750000000e+04
1.058283840000000000e+09 7.154514062500000000e+04
1.061627584000000000e+09 8.687479687500000000e+04
1.064971328000000000e+09 9.944861718750000000e+04
1.068315072000000000e+09 8.248817187500000000e+04
1.071658816000000000e+09 7.830621093750000000e+04
1.075002624000000000e+09 9.294387500000000000e+04
1.078346368000000000e+09 8.714488281250000000e+04
1.081690112000000000e+09 9.238567187500000000e+04
1.098408832000000000e+09 7.547460937500000000e+04
1.101752576000000000e+09 6.823449218750000000e+04
1.105096320000000000e+09 8.057893750000000000e+04
1.111783808000000000e+09 7.178018750000000000e+04
1.115127552000000000e+09 1.015935000000000000e+05
1.118471296000000000e+09 8.825678125000000000e+04
1.121815040000000000e+09 9.559904687500000000e+04
1.125158784000000000e+09 8.220714062500000000e+04
1.128502528000000000e+09 9.186602343750000000e+04
1.131846272000000000e+09 8.407680468750000000e+04
1.138533760000000000e+09 8.810428906250000000e+04
1.141877504000000000e+09 8.225802343750000000e+04
1.158596352000000000e+09 8.973989843750000000e+04
1.165283840000000000e+09 8.348995312500000000e+04
1.168627584000000000e+09 3.820607421875000000e+04
1.192033792000000000e+09 7.567655468750000000e+04
1.198721280000000000e+09 5.906062890625000000e+04
1.232158848000000000e+09 4.358042578125000000e+04
1.235502592000000000e+09 4.877657031250000000e+04
1.238846336000000000e+09 5.836609765625000000e+04
1.248877568000000000e+09 7.143983593750000000e+04
1.285658752000000000e+09 6.017098437500000000e+04
1.292346368000000000e+09 5.142616015625000000e+04
1.302377600000000000e+09 8.621403906250000000e+04
1.305721344000000000e+09 1.000819687500000000e+05
1.309065088000000000e+09 1.004106484375000000e+05
1.312408832000000000e+09 1.107664687500000000e+05
1.315752576000000000e+09 1.021910312500000000e+05
1.319096320000000000e+09 8.572510937500000000e+04
1.322440064000000000e+09 9.901749218750000000e+04
1.325783808000000000e+09 1.117335625000000000e+05
1.329127552000000000e+09 1.141127734375000000e+05
1.332471296000000000e+09 1.011118046875000000e+05
1.335815040000000000e+09 1.085112109375000000e+05
1.339158784000000000e+09 9.797662500000000000e+04
1.342502528000000000e+09 1.080561406250000000e+05
1.345846272000000000e+09 1.219905546875000000e+05
1.349190016000000000e+09 9.132645312500000000e+04
1.352533760000000000e+09 9.508750000000000000e+04
