9.027994240000000000e+08 1.911957280000000000e+08
9.161744640000000000e+08 3.960919040000000000e+08
9.295494400000000000e+08 3.935174400000000000e+08
9.429244160000000000e+08 2.448218880000000000e+08
9.562994560000000000e+08 8.620231680000000000e+08
9.696744320000000000e+08 1.471899392000000000e+09
9.830494080000000000e+08 1.485889408000000000e+09
9.964244480000000000e+08 1.668501504000000000e+09
1.009799424000000000e+09 1.724163968000000000e+09
1.023174464000000000e+09 1.603955456000000000e+09
1.036549440000000000e+09 1.885688448000000000e+09
1.049924416000000000e+09 2.077272832000000000e+09
1.063299456000000000e+09 2.058163712000000000e+09
1.076674432000000000e+09 1.897984256000000000e+09
1.090049408000000000e+09 1.802528896000000000e+09
1.103424384000000000e+09 1.922516736000000000e+09
1.116799488000000000e+09 1.951238400000000000e+09
1.130174464000000000e+09 1.675401216000000000e+09
1.143549440000000000e+09 1.649091456000000000e+09
1.156924416000000000e+09 1.850138240000000000e+09
1.170299392000000000e+09 1.100234112000000000e+09
1.183674496000000000e+09 1.249151872000000000e+09
1.197049472000000000e+09 1.260413312000000000e+09
1.210424448000000000e+09 7.757294720000000000e+08
1.223799424000000000e+09 1.039483584000000000e+09
1.237174400000000000e+09 1.710038656000000000e+09
1.250549376000000000e+09 8.853807360000000000e+08
1.263924480000000000e+09 9.593238400000000000e+08
1.277299456000000000e+09 1.077336832000000000e+09
1.290674432000000000e+09 1.722780672000000000e+09
1.304049408000000000e+09 1.768332928000000000e+09
1.317424384000000000e+09 1.540698752000000000e+09
1.330799488000000000e+09 2.098408704000000000e+09
1.344174464000000000e+09 1.996664960000000000e+09
1.357549440000000000e+09 2.046288768000000000e+09
1.370924416000000000e+09 1.976629120000000000e+09
1.384299392000000000e+09 2.020696576000000000e+09
1.397674496000000000e+09 1.884571264000000000e+09
1.411049472000000000e+09 2.096658816000000000e+09
1.424424448000000000e+09 1.694535680000000000e+09
1.437799424000000000e+09 1.801051136000000000e+09
1.451174400000000000e+09 1.960570368000000000e+09
1.464549376000000000e+09 1.740489600000000000e+09
1.477924480000000000e+09 1.795246976000000000e+09
1.491299456000000000e+09 1.794003200000000000e+09
1.504674432000000000e+09 1.766873088000000000e+09
1.518049408000000000e+09 1.671237888000000000e+09
1.531424384000000000e+09 1.092336320000000000e+08
1.558174464000000000e+09 1.196037760000000000e+09
1.571549440000000000e+09 7.232743680000000000e+08
1.584924416000000000e+09 7.455918080000000000e+08
1.598299392000000000e+09 8.469815040000000000e+08
1.611674496000000000e+09 9.524521600000000000e+08
1.625049472000000000e+09 2.119221600000000000e+08
1.638424448000000000e+09 3.003912640000000000e+08
1.651799424000000000e+09 2.166343840000000000e+08
