-2.499815185546875000e+03 1.584404344612266868e-05 2.061218583548907191e-05
-2.498418701171875000e+03 2.033561031566932797e-05 1.442780649085761979e-05
-2.497021972656250000e+03 2.289108124386984855e-05 7.372471372946165502e-06
-2.495625488281250000e+03 2.336849502171389759e-05 1.080755929194765486e-08
-2.494229003906250000e+03 2.178576869482640177e-05 -7.082692718540783972e-06
-2.492832519531250000e+03 1.831471490731928498e-05 -1.336296827503247187e-05
-2.491435791015625000e+03 1.326474557572510093e-05 -1.835783768910914660e-05
-2.490039306640625000e+03 7.065796125971246511e-06 -2.169577783206477761e-05
-2.488642822265625000e+03 2.179699549742508680e-07 -2.314496668986976147e-05
-2.487246337890625000e+03 -6.728992957505397499e-06 -2.261676308989990503e-05
-2.485849609375000000e+03 -1.323390006291447207e-05 -2.017642691498622298e-05
-2.484453125000000000e+03 -1.879650699265766889e-05 -1.603301097929943353e-05
-2.483056640625000000e+03 -2.299457810295280069e-05 -1.052404240908799693e-05
-2.481660156250000000e+03 -2.552285332058090717e-05 -4.080151938978815451e-06
-2.480263427734375000e+03 -2.620329541969113052e-05 2.802339849949930795e-06
-2.478866943359375000e+03 -2.500329901522491127e-05 9.600899829820264131e-06
-2.477470458984375000e+03 -2.203248186560813338e-05 1.581353353685699403e-05
-2.476073974609375000e+03 -1.753056130837649107e-05 2.099148514389526099e-05
-2.474677246093750000e+03 -1.184747179650003091e-05 2.477208545315079391e-05
-2.473280761718750000e+03 -5.414731276687234640e-06 2.690508699743077159e-05
-2.471884277343750000e+03 1.290965883526951075e-06 2.727028731897007674e-05
-2.470487792968750000e+03 7.785943125782068819e-06 2.588192000985145569e-05
-2.469091064453125000e+03 1.361612976324977353e-05 2.288238283654209226e-05
-2.467694580078125000e+03 1.838420757849235088e-05 1.853266076068393886e-05
-2.466298095703125000e+03 2.178906106564681977e-05 1.318300473940325901e-05
-2.464901611328125000e+03 2.363819294259883463e-05 7.246449513331754133e-06
-2.463504882812500000e+03 2.385967309237457812e-05 1.166853053291561082e-06
-2.462108398437500000e+03 2.250506076961755753e-05 -4.616853857442038134e-06
-2.460711914062500000e+03 1.973955295397900045e-05 -9.706171113066375256e-06
-2.459315429687500000e+03 1.582914592290762812e-05 -1.376556065224576741e-05
-2.457918701171875000e+03 1.110856373998103663e-05 -1.655294545344077051e-05
-2.456522216796875000e+03 5.964003776171011850e-06 -1.792762304830830544e-05
-2.455125732421875000e+03 7.942160209495341405e-07 -1.786058237485121936e-05
-2.453729248046875000e+03 -4.018711933895247057e-06 -1.643059840716887265e-05
-2.452332519531250000e+03 -8.135076313919853419e-06 -1.381446872983360663e-05
-2.450936035156250000e+03 -1.128155963669996709e-05 -1.026872632792219520e-05
-2.449539550781250000e+03 -1.327168229181552306e-05 -6.105988177296239883e-06
-2.448143066406250000e+03 -1.401258941768901423e-05 -1.669306129770120606e-06
-2.446746337890625000e+03 -1.350753336737398058e-05 2.694750492082675919e-06
-2.445349853515625000e+03 -1.185254222946241498e-05 6.660118742729537189e-06
-2.443953369140625000e+03 -9.221528671332634985e-06 9.950494131771847606e-06
-2.442556884765625000e+03 -5.852228241565171629e-06 1.235016861755866557e-05
-2.441160156250000000e+03 -2.021042064370703883e-06 1.372142833133693784e-05
-2.439763671875000000e+03 1.975397253772825934e-06 1.400719338562339544e-05
-2.438367187500000000e+03 5.845878604304743931e-06 1.323173819400835782e-05
-2.436970703125000000e+03 9.328219675808213651e-06 1.149269246525363997e-05
-2.435573974609375000e+03 1.219967271026689559e-05 8.949677066993899643e-06
-2.434177490234375000e+03 1.429614167136605829e-05 5.808082278235815465e-06
-2.432781005859375000e+03 1.551795321574900299e-05 2.299360858160071075e-06
-2.431384521484375000e+03 1.583115408720914274e-05 -1.334951889475632925e-06
-2.429987792968750000e+03 1.526536470919381827e-05 -4.864917173108551651e-06
-2.428591308593750000e+03 1.390580655424855649e-05 -8.083849024842493236e-06
-2.427194824218750000e+03 1.188269197882618755e-05 -1.082329163182293996e-05
-2.425798339843750000e+03 9.356652299175038934e-06 -1.296125356020638719e-05
-2.424401611328125000e+03 6.504071734525496140e-06 -1.442522443539928645e-05
-2.423005126953125000e+03 3.506380380713380873e-06 -1.519080979051068425e-05
-2.421608642578125000e+03 5.314884674589848146e-07 -1.528023858554661274e-05
-2.420212158203125000e+03 -2.271194716740865260e-06 -1.475315548304934055e-05
-2.418815429687500000e+03 -4.782245014212094247e-06 -1.369825531583046541e-05
-2.417418945312500000e+03 -6.913142442499520257e-06 -1.222317496285540983e-05
-2.416022460937500000e+03 -8.608565622125752270e-06 -1.044458804244641215e-05
-2.414625976562500000e+03 -9.846484317677095532e-06 -8.478700692648999393e-06
-2.413229248046875000e+03 -1.063042782334377989e-05 -6.433080670831259340e-06
-2.411832763671875000e+03 -1.098655866371700540e-05 -4.404295850690687075e-06
-2.410436279296875000e+03 -1.095714014809345827e-05 -2.470660774633870460e-06
-2.409039794921875000e+03 -1.059407350112451240e-05 -6.935414376130211167e-07
-2.407643066406250000e+03 -9.953414519259240478e-06 8.811733209768135566e-07
-2.406246582031250000e+03 -9.092776963370852172e-06 2.222552211605943739e-06
-2.404850097656250000e+03 -8.066838745435234159e-06 3.311319233034737408e-06
-2.403453613281250000e+03 -6.927838057890767232e-06 4.135765266255475581e-06
-2.402056884765625000e+03 -5.724656602978939191e-06 4.691084086516639218e-06
-2.400660400390625000e+03 -4.506008281168760732e-06 4.976867330697132275e-06
-2.399263916015625000e+03 -3.319028110126964748e-06 4.995993549528066069e-06
